Product Name,Current Price,Original Price,Rating,Number of Reviews,Top Rated,Best Seller,Clearance,New,Color
Sorel Kids' Whitney II Strap Waterproof Insulated Fleece Winter Boots,$100.00,,3.5,29,False,False,False,False,"JET, POPPY RED"
Keen Women's Circadia Vent Hiking Shoes,$139.99,,3.2,14,False,False,False,False,SYRUP/BOYSENBERRY
Merrell Men's MQM 3 GORE-TEX Hiking Shoes,$199.99,,4.2,128,True,False,False,False,COYOTE/BLACK
Keen Women's Nxis Speed Fjord Hiking Shoes,$70.88,$88.97,4.6,31,True,False,True,False,FJORD BLUE/OMBRE
The North Face Women's VECTIV Taravel Tech Hiking Shoes,$169.99,,4.7,32,True,False,False,False,DK GRAY
Salomon Women's X Ultra 360 CSWP Waterproof All Terrain Hiking Shoes,$169.99,,4.6,16,True,False,False,False,GRAY
Keen Women's Circadia Waterproof Hiking Shoes,$159.99,,3.3,17,False,False,False,False,STEEL GREY/BOYSENBERRY
adidas Men's Terrex Free Hiker 2.0 Low Hiking Shoes,$239.99,,4.7,289,True,False,False,False,WONDER BEIGE/BLACK/SEMI IMPACT ORANGE
Helly Hansen Women's Cascade Low HELLY TECH® Hiking Shoes,$169.99,,0.0,0,False,False,False,False,LT GREEN
KEEN Canada Outdoor Men's Voyageur Hiking Shoes,$160.00,,4.2,315,True,False,False,False,BLACK
Merrell Men's Moab Speed Hiking Shoes,$86.97,$109.97,3.9,317,False,False,True,False,BLACK MULTI
Keen Men's Circadia Vent Hiking Shoes,$139.99,,4.0,11,True,False,False,False,BLACK/STEEL GREY
adidas Women's Terrex Free Hiker 2.0 Gore-Tex Hiking Shoes,$300.00,,4.6,295,True,False,False,False,WONDER RED/CORE BLACK/PULSE LILAC
Bogs Toddler Girls' Baby Classic Winter Boots,$47.97,$80.00,4.6,9,False,False,True,False,BLK MULTI
Keen Men's Zionic Speed Hiking Shoes,$169.99,,4.8,53,True,False,False,False,BLACK/STAR WHITE
Keen Men's Koven Hiking Shoes,$139.99,,4.3,195,True,False,False,False,BLUE GREY
The North Face Men's Storm Strike III Insulated Waterproof Winter Boots,$184.99,,0.0,0,False,False,False,False,TNF BLACK/ASPHALT GREY
Helly Hansen Men's Switchback HELLY TECH® Low Trail Hiking Shoes,$149.99,,0.0,0,False,False,False,False,BROWN
KEEN Men's Voyageur Hiking Shoes,$159.99,,4.3,9,False,False,False,False,DARK GREY
Helly Hansen Women's Bivy 2.0 Winter Boots,$174.97,$249.99,3.3,3,False,False,True,False,BLACK
Ripzone Women's Parkdale Winter Boots,$64.97,$129.99,0.0,0,False,False,True,False,BROWN
Sorel Women's Tivoli™ V Parc Waterproof Winter Boots,$199.99,,4.9,29,True,False,False,False,BLACK
Merrell Men's MQM 3 Hiking Shoes,$169.99,,3.6,22,False,False,False,False,BLACK
Merrell Men's MQM 3 Hiking Shoes,$169.99,,3.6,22,False,False,False,False,BLACK/EXUBERANCE
Scarpa Women's Terra GORE-TEX Waterproof Hiking Shoes,$299.00,,4.0,2,False,False,False,False,DK BROWN
Helly Hansen Men's Stalheim High Top Hiking Shoes,$149.99,,2.0,1,False,False,False,False,876 CONCRETE / SWEET LIME
"""Salomon Women's CROSS HIKE 2 MID GORE-TEX Hiking shoes, Lightweight, Deep Lugs, Waterproof""",$110.88,$138.97,4.3,3,False,False,True,False,BROWN
Merrell Men's Moab 3 Hiking Shoes,$149.99,,4.6,444,True,False,False,False,BLACK NIGHT
UGG Kids' Butte ll CWR Winter Boots,$170.00,,4.8,289,True,False,False,False,BLACK
HOKA One Women's Transport Hiking Shoes,$174.99,,4.2,801,True,False,False,False,EGGNOG
HOKA One Women's Transport Hiking Shoes,$174.99,,4.2,801,True,False,False,False,WHITE
Sorel Women's Whitney™ II Plus Lace Waterproof Winter Boots,$149.99,,5.0,1,False,False,False,False,BLACK
Sorel Women's Whitney™ II Plus Lace Waterproof Winter Boots,$149.99,,5.0,1,False,False,False,False,LT BROWN
Ripzone Men's Beaumont Waterproof Shell Winter Boots,$119.99,,0.0,0,False,False,False,True,MED BROWN
Keen Men's Targhee III Waterproof Hiking Shoes,$199.99,,3.8,8,False,False,False,False,DK GREEN
Kamik Kids' Snowfall 2 Waterproof Insulated Lightweight Winter Boots,$89.99,,0.0,0,False,False,False,False,DARK OLIVE
Teva Women's midform Chelsea Boots,$180.00,,3.6,37,False,False,False,False,BLACK
Sorel Women's OUT N ABOUT™ IV Classic Waterproof Boots,$149.99,,4.4,18,True,False,False,False,LT BROWN
Sorel Women's OUT N ABOUT™ IV Classic Waterproof Boots,$149.99,,4.4,18,True,False,False,False,MED BROWN
UGG Kids' Classic ll Winter Boots,$170.00,,4.8,963,True,False,False,False,CHESTNUT
Kamik Kids' Snow Mate Waterproof Insulated Lightweight Winter Boots,$89.99,,0.0,0,False,False,False,False,BLACK
Ripzone Kids' Powder Day Easy-On Winter Boots,$25.97,$64.99,5.0,1,False,False,True,False,BLACK
Kamik Kids' Star 4 Waterproof Insulated Fleece Winter Boots,$89.99,,0.0,0,False,False,False,False,BLACK
Scarpa Men's Rush Mid GORE-TEX Waterproof Fabric Hiking Shoes,$166.97,$238.99,5.0,1,False,False,True,False,DARK BLUE
The North Face Women's Truckee Sneaker-Style Hiking Shoes,$92.97,$134.99,0.0,0,False,False,True,False,TNF BLACK/VANADIS GREY
"Merrell Women's Coldpack 3 Thermo Moc Winter Boots, Waterproof",$199.99,,4.6,62,True,False,False,False,BLACK
Salomon Men's X ULTRA 360 Climasalomon Waterproof Hiking Shoes,$169.99,,3.6,9,False,False,False,False,BLACK
Sorel Kids' Whitney II Lace Waterproof Insulated Non-Slip Winter Boots,$120.00,,4.6,35,True,False,False,False,"JET, SEA SALT"
Helly Hansen Women's Cascade Low-Cut Waterproof Lightweight Hiking Shoes,$86.88,$108.97,4.2,13,True,False,True,False,BLACK
Merrell Women's Siren Edge 3 Hiking Shoes,$149.99,,4.2,200,True,False,False,False,ROCK/BLUESTONE
BOGS Women's Arcata Dash Winter Boots,$194.99,,4.8,22,True,False,False,False,BLACK
The North Face Women's VECTIV Fastpack Mid FUTURELIGHT Hiking Shoes,$148.97,$214.99,4.3,116,True,False,True,False,LUNAR SLATE/ASPHALT GREY
Merrell Women's Moab 3 Mid Waterproof Hiking Shoes,$189.99,,4.6,275,True,False,False,False,LT GRAY
Salomon Men's Quest 4 Hiking Shoes,$289.99,,3.9,400,False,False,False,False,DK GRAY
The North Face Men's Ultra 112 Waterproof Hiking Shoes,$199.99,,4.7,33,True,False,False,False,NEW TAUPE GREEN/TNF BLACK
Religious Comfort Women's Home Grown Hiking Shoes,$165.00,,0.0,0,False,False,False,True,BLACK
Hydro Flask Small Bottle Boot,$17.95,,4.7,231,True,False,False,False,
Scarpa Men's Rush Hiking Shoes,$131.97,$188.99,0.0,0,False,False,True,False,BLUE
Skechers Women's Trego Medium Waterproof Hiking Shoes,$70.88,$89.97,5.0,1,False,False,True,False,BLACK
Gear Aid Freesole Shoe and Boot Repair,$13.99,,4.7,7,False,False,False,False,
Keen Kids' Grade/Pre-School Wanduro Mid Waterproof Hiking Shoes,$71.24,,4.3,4,False,False,False,False,BLK/SILVER
KEEN Men's NXIS Speed Hiking Shoes,$117.97,$169.99,4.9,7,False,False,True,False,RED
Columbia Men's Peakfreak II OutDry Hiking Shoes,$119.98,$159.99,4.6,57,True,False,False,False,BLACK
Merrell Men's Moab 2 Waterproof Hiking Shoes,$126.97,$169.99,4.4,717,True,False,True,False,NO COLOR
Salomon Women's Outrise Gore-Tex Hiking Shoes,$93.88,$117.97,3.8,6,False,False,True,False,BLACK/MAGNET
Helly Hansen Men's Stalheim HELLY TECH® Waterproof Hiking Shoes,$149.99,,3.5,2,False,False,False,False,ORANGE
Merrell Men's Jungle Moc Slip-On Wide Shoes,$119.99,,4.6,1031,True,True,False,False,BLACK
Bogs Women's White Out Faded Winter Boots,$128.97,$185.00,4.7,375,True,False,True,False,BLACK
Sorel Kids' Yoot Pac Waterproof Insulated Fleece-Lined Winter Boots,$115.00,,4.9,32,True,False,False,False,BLACK
Helly Hansen Men's Pinehurst Leather Boots,$88.88,$111.97,4.9,9,False,False,True,False,DK BROWN
Woods Kids' Lawson Swe­­­­­atshirt,$9.97,$20.00,0.0,0,False,False,True,False,DEEP LAGOON
Helly Hansen Women's Isolabella 2 Demi Waterproof Insulated Non-Slip Winter Boots,$104.97,$149.99,0.0,0,False,False,True,False,CHAMPANGE
Helly Hansen Women's Isolabella 2 Demi Waterproof Insulated Non-Slip Winter Boots,$104.97,$149.99,0.0,0,False,False,True,False,IVORY
Ripzone Toddler Girls' Iris Rain Boot Unicorn Running Shoes,$21.97,$29.99,4.2,6,False,False,True,False,ORCHID PETAL
Merrell Men's Thermo Overlook 2 Mid Top Waterproof Insulated Non Slip Winter Boot,$156.97,$224.99,4.4,225,True,False,True,False,BLACK
DC Men's Pure High-Top Textile Mesh High-Top Winter Shoes,$114.99,,5.0,3,False,False,False,False,WHEAT
Woods Kids' Blakiston Booties,$4.88,$6.88,0.0,0,False,False,True,False,MIDNIGHT NAVY
Ripzone Women's Brooklands Nylon Waterproof Boots,$109.99,,0.0,0,False,False,False,False,GRAY
Woods Men's Robson Lace Up Fleece-Lined Insulated Winter Boots,$89.97,$179.99,3.5,2,False,False,True,False,BLACK
The North Face Women's Chilkat V 400 Waterproof Insulated Lightweight Winter Boots,$149.97,$214.99,4.2,52,True,False,True,False,TAUPE/BLACK
The North Face Women's Storm Strike III Lace-Up Waterproof Insulated Winter Boots,$128.97,$184.99,3.5,2,False,False,True,False,TAUPE/BLACK
Sorel Women's Tivoli V Waterproof Winter Boots,$199.99,,4.8,28,True,False,False,False,BLACK
The North Face Women's Storm Sierra Luxe Waterproof Insulated Lightweight Winter Boots,$106.88,$123.88,4.6,61,True,False,True,False,GREEN/GINGER
Merrell Women's Moab Speed Thermo Mid Waterproof Winter Boots,$169.99,,4.2,25,True,False,False,False,BLACK
KEEN Canada Outdoor Men's Revel III Winter Hiking Boots,$219.99,,4.3,209,True,False,False,False,GRAY
KEEN Canada Outdoor Men's Revel III Winter Hiking Boots,$219.99,,4.3,209,True,False,False,False,GRAY/GREEN
Sorel Women's Whitney™ II Plus Tall Lace Waterproof Winter Boots,$169.99,,0.0,0,False,False,False,False,BLACK
The North Face Men's Back-To-Berkeley IV Textile Waterproof Boots,$189.99,,4.4,41,True,False,False,False,SHADY BLUE/BROWN
Woods Men's Hayward 6-inch Shell Winter Boots,$189.99,,0.0,0,False,False,False,False,MED BROWN
Salomon Women's X Ultra 4 Mid Waterproof Insulated Winter Boots,$199.99,,4.2,10,True,False,False,False,GRAY
Merrell Women's Bravada 2 Thermo Demi Waterproof Insulated Fleece Lined Winter Boots,$128.97,$184.99,3.5,166,False,False,True,False,BLACK/ARONA
The North Face Women's Shellista V Mid Waterproof Boots,$219.99,,5.0,1,False,False,False,False,BLACK
The North Face Men's Bergen Leather Waterproof Boots,$209.99,,5.0,4,False,False,False,False,BLACK
The North Face Men's Bergen Leather Waterproof Boots,$209.99,,5.0,4,False,False,False,False,NEW TAUPE GREEN
Kamik Women's Momentum L2 Winter Boots,$129.99,,0.0,0,False,False,False,False,BLACK
Kamik Women's Momentum L2 Winter Boots,$129.99,,0.0,0,False,False,False,False,WHITE
Sorel Men's Buxton Pull On Insulated Waterproof Winter Boots,$134.97,$180.00,4.0,44,True,False,True,False,BLACK
Vans Men's Standard Mid Snow MTE Winter Boots,$205.00,,4.3,26,True,False,False,False,BLACK/WHITE
The North Face Men's Chilkat V Lace Waterproof Boots,$179.99,,4.0,76,True,False,False,False,COFFEE BROWN
The North Face Women's Halseigh Thermoball Lace-Up Waterproof Insulated Winter Boots,$153.97,$219.99,4.9,13,True,False,True,False,TNF BLACK/ASPHALT GREY
Sorel Men's Pac Nylon Insulated Waterproof Winter Boots,$170.00,,4.3,149,True,False,False,False,CAMEL
Merrell Women's Marquette Thermo Waterproof Winter Boots,$174.99,,0.0,0,False,False,False,False,BLACK
BOGS Women's Arcata Urban Mid Leather Waterproof Winter Boots,$209.99,,4.1,20,True,False,False,False,DK GREEN
The North Face Men's Back-To-Berkeley IV Waterproof Boots,$189.99,,4.4,41,True,False,False,False,GREEN
The North Face Men's Back-To-Berkeley IV Waterproof Boots,$189.99,,4.4,41,True,False,False,False,THYME/UTILITY BROWN
Helly Hansen Men's The Forester Quick Dry Waterproof Winter Boots,$125.97,$180.00,4.1,18,True,False,True,False,708 COFFE BEAN
Helly Hansen Men's The Forester Quick Dry Waterproof Winter Boots,$125.97,$180.00,4.1,18,True,False,True,False,727 HONEY WHEAT
Helly Hansen Men's The Forester Quick Dry Waterproof Winter Boots,$125.97,$180.00,4.1,18,True,False,True,False,BLACK
Merrell Men's Moab 3 Thermo Extreme Insulated Winter Boots,$279.99,,4.2,28,True,False,False,False,BLACK
Sorel Boys' Toddler Snow Commander Waterproof Winter Boots,$80.00,,4.8,141,True,False,False,False,BLACK
Sorel Women's Explorer™ II Joan Cozy Winter Boots,$199.99,,4.0,39,True,False,False,False,BLACK SEA SALT
Sorel Women's Explorer™ II Joan Cozy Winter Boots,$199.99,,4.0,39,True,False,False,False,BLACK TEA LIGHT
The North Face Kids' Alpenglow V Winter Boots,$114.99,,4.4,86,True,False,False,False,BOYSENBERRY/TNF BLACK
The North Face Kids' Alpenglow V Winter Boots,$114.99,,4.4,86,True,False,False,False,PINK
Sorel Kids' Pre-School Yoot Pac Waterproof Insulated Winter Boots,$110.00,,4.4,25,True,False,False,False,BRIGHT ROSE
The North Face Kids' Alpenglow V Winter Boots,$109.99,,4.4,87,True,False,False,False,GRAY
The North Face Kids' Alpenglow V Winter Boots,$109.99,,4.4,87,True,False,False,False,VANADIS GREY/MELD GREY
KEEN Kids' Kootenay IV Non Slip Winter Boots,$109.99,,4.8,4,False,False,False,False,TOASTED COCONUT/VAPOR
"Keen Kids' Pre-School Wanduro Mid Hiking Shoes, Waterproof",$74.99,,1.0,1,False,False,False,False,BLUE/FUCHSIA PURPLE
Sorel Kids' Pre-School/Grade School Joan Of Arctic™ Suede Waterproof Fleece-Lined Winter Boots,$150.00,,4.8,21,True,False,False,False,TAUPE/GUM
Keen Kids' Kootenay IV Mid Waterproof Insulated Shearling Winter Boots,$109.99,,3.2,5,False,False,False,False,TOASTED COCONUT/VAPOR
UGG Kids' Emmett Duck Leather Boots,$130.00,,3.8,6,False,False,False,False,CHESTNUT
"Merrell Men's Coldpack 3 Thermo Mid Winter Boots, Waterproof, Wide Fit",$239.99,,4.1,9,False,False,False,False,EARTH
"Merrell Women's Thermo Kiruna 2 Tall Winter Boots, Waterproof, Wide Fit",$219.99,,4.4,11,True,False,False,False,BLACK
Sorel Kids' Pre-School/Grade School Joan Of Arctic™ Suede Waterproof Fleece-Lined Winter Boots,$145.00,,4.8,72,True,False,False,False,BLACK
"Merrell Men's Thermo Kiruna 2 Tall Winter Boots, Waterproof",$219.99,,4.3,4,False,False,False,False,BLACK
Merrell Men's Coldpack 3 Thermo Tall Zip Waterproof Boots,$259.99,,3.7,28,False,False,False,False,BLACK
"Merrell Men's Thermo Kiruna 2 Tall Waterproof Winter Boots, Wide Fit",$219.99,,4.2,5,False,False,False,False,BOULDER
"Merrell Women's Thermo Kiruna 2 Mid Winter Boots, Waterproof",$199.99,,4.7,6,False,False,False,False,BLACK
Sorel Men's Buxton™ Pull On Waterproof Winter Boots,$169.99,,0.0,0,False,False,False,True,DELTA
Merrell Men's Icepack 2 Chelsea Polar Waterproof Winter Boots,$189.99,,3.3,12,False,False,False,False,EARTH
Salomon Men's Ultra 4 Mid Insulated Winter Boots,$199.99,,4.3,27,True,False,False,False,BLACK
"Merrell Men's Thermo Akita Tall Winter Boots, Waterproof",$189.99,,5.0,2,False,False,False,False,BLACK
Merrell Women's MOAB 3 Thermo Mid Winter Boots Waterproof,$219.99,,4.7,106,True,False,False,False,BLACK/ORCHID
Bogs Men's Bozeman Tall Winter Boot,$194.99,,4.7,132,True,False,False,False,BLACK -- 001
Sorel Men's1964 Pac Waterproof Nylon Winter Boots,$169.99,,5.0,1,False,False,False,True,CAMEL
Sorel Kids' Pre-School/Grade School Yoot Pac   Insulated Waterproof Non-Slip Winter Boots,$110.00,,4.8,48,True,False,False,False,WILD IRIS
Converse Chuck Taylor All Star All Terrain Casual Shoes/Sneakers,$89.88,$107.97,3.8,4,False,False,True,False,WHEAT/WHITE/BLACK WHEAT/WHITE/BLACK
Storm By Cougar Women's Cabot Non-Slip Winter Boots,$69.97,$96.97,4.1,7,False,False,True,False,BLACK/HARRIS TWEED
Merrell Kids' Grade/Pre-School MOAB Speed 2 Mid Waterproof Hiking Shoes,$67.49,,4.0,7,False,False,False,False,BERRY
SOREL Men's 1964 PAC Nylon Insulated Waterproof Winter Boots,$126.97,$170.00,3.8,18,False,False,True,False,BROWN
BOGS Men's Arcata Urban Lace Winter Boots,$189.99,,4.2,42,True,False,False,False,DARK BROWN -- 201
"Vans x Crayola Kids' Toddler V Skate Shoes, Sneakers, Girls', Slip On, Velcro",$10.88,$13.97,0.0,0,False,False,True,False,DIY/TRACE YOUR DREAMS
Ripzone Toddler Kids' Neil Rainboot Dino Running Shoes,$21.97,$29.99,5.0,1,False,False,True,False,BLK/PRIMROSE
KEEN Women's Revel IV High Polar Winter Boots,$249.99,,0.0,0,False,False,False,False,GRAY
Religious Comfort Women's Heavenbrow Winter Boots,$240.00,,0.0,0,False,False,False,True,BLACK
Helly Hansen Men's Richmond 2 Casual Boots,$129.99,$169.99,0.0,0,False,False,False,True,BLACK
Columbia Men's Bugaboot III Insulated Waterproof Winter Boots,$179.99,,4.0,132,False,False,False,True,BLACK 012
Religious Comfort Women's Nottingham Winter Boots,$170.00,,0.0,0,False,False,False,True,BLACK
Helly Hansen Women's Sorrento 2 Winter Boots,$139.98,$179.99,0.0,0,False,False,False,True,LT GRAY
KEEN Men's Anchorage III Waterproof Winter Boots,$219.99,,4.5,55,False,False,False,True,BROWN
Helly Hansen Women's Sorrento Mid Waterproof Insulated Faux Fur Winter Boots,$111.97,$159.99,0.0,0,False,False,True,False,LT BROWN
Columbia Women's Minx™ Shorty III Winter Boots,$100.97,$144.99,4.3,318,True,False,True,False,CREAM
Sorel Kids' Grade/Pre-School Flurry Winter Boots,$90.00,,4.3,25,False,False,False,True,GRAY
Ripzone Men's Davenport Tall Shell Winter Boots,$139.99,,0.0,0,False,False,False,True,DK GRAY
Helly Hansen Women's Garibaldi VL Winter Boots,$239.99,,0.0,0,False,False,False,True,BROWN
Sorel Kids' Witney II Slip On Puffer Winter Boots,$110.00,,3.3,3,False,False,False,True,BLACK
Ripzone Women's Davenport Tall Waterproof Winter Boots,$139.99,,0.0,0,False,False,False,True,MED BROWN
Sorel Kids' Yoot Pac Waterproof Insulated Fleece Winter Boots,$110.00,,4.5,17,True,False,False,False,HIKER GREEN
Sorel Kids' Pre-School Yoot Pac Nylon Winter Boots,$110.00,,4.5,10,False,False,False,True,NAVY
Sorel Kids' Grade/Pre-School Tofino II Winter Boots,$150.00,,4.9,43,False,False,False,True,LT BROWN
Sorel Kids Pre-School Out 'N About Classic Winter Boots,$90.00,,4.7,7,False,False,False,True,LT BROWN
Converse Men's Chuck Taylor All Star City Trek Waterproof Boots,$89.97,$111.97,5.0,1,False,False,True,False,BLACK/WHITE/SILVER
Merrell Men's Moab Adventure Chelsea Boots,$189.99,,4.5,299,True,False,False,False,BLACK
Vans Men's Sk8-Hi MTE-1 Waterproof Casual Skate Shoes/Sneakers,$86.97,$100.97,0.0,0,False,False,True,False,BLACK/GREY
UGG Toddler Rennon ll Waterproof Sneakers,$69.99,,4.9,84,True,False,False,False,CHESTNUT
Vans Men's Sk8-Hi MTE-2 Waterproof Casual Skate Shoes/Sneakers,$113.97,$141.97,0.0,0,False,False,True,False,BROWN/WHITE
Columbia Kids' Redmond Waterproof Hiking Shoes,$67.49,,4.6,89,True,False,False,False,BLK/RED -- 012
Merrell Kids' Grade/Pre-School Nova 3 Hiking Shoes,$56.24,,3.8,46,False,False,False,False,BLUE
Merrell Men's Speed Eco Hiking Shoes,$103.97,$149.99,4.5,54,True,False,True,False,CHARCOAL
Merrell Men's Speed Eco Hiking Shoes,$103.97,$149.99,4.5,54,True,False,True,False,HERB/COYOTE
"Columbia Kids' Pre-School Redmond Hiking Shoes, Waterproof",$66.97,$89.99,4.5,34,True,False,True,False,STEAM/PINK DAWN
Merrell Girls' Grade/Pre-School Nova 3 Botanist Hiking Shoes,$56.24,,3.8,48,False,False,False,False,WHT/MULTI
Columbia Kids' Grade/Pre-School Drainmaker™ XTR Hiking Shoes,$59.99,,5.0,3,False,False,False,False,CLOUTBURST/MAPA GREEN
Merrell Girls' Grade/Pre-School Outback Low 2 Hiking Shoes,$48.74,,4.0,3,False,False,False,False,TURQUOISE/LIME
Columbia Kids' Pre-School Drainmaker XTR Hiking Shoes,$59.99,,4.7,3,False,False,False,False,PINK DAWN/BERRY PATCH
KEEN Kids' Ridge Flex Mid Hiking Shoes,$93.74,,3.0,1,False,False,False,False,BISON/RED CARPET
Merrell Men's Wildwood Aerosport Trail Hiking Shoes,$119.99,,4.6,79,True,False,False,False,BLACK
The North Face Kids' Thermoball Traction Mule II Shoes,$48.74,,4.9,300,True,False,False,False,BLACK
"Merrell Women's Coldpack 3 Thermo Moc Waterproof Shoes, Wide Fit",$199.99,,4.9,8,False,False,False,False,BLACK
Merrell Women's Anotra 3 Thermo Winter Trail Runners,$149.99,,4.3,70,True,False,False,False,BLACK
Merrell Women's Akita Tall Tall Waterproof Winter Hikers,$189.99,,3.0,1,False,False,False,False,BLACK
Columbia Women's Peakfreak™ II Waterproof Shoes,$119.98,$159.99,4.7,19,True,False,False,False,BLACK
Sperry Men's Cold Bay Chukka Shoes,$159.99,,4.3,12,True,False,False,False,BLACK
Keen Women's Newport H2 Sandals,$139.99,,4.9,7,False,False,False,False,NEWPORTY MCNEWPORT
The North Face Women's VECTIV Fastpack FUTURELIGHT™ Shoes,$219.99,,0.0,0,False,False,False,False,LT GRAY
Merrell Men's Coldpack 3 Thermo Moc Waterproof Shoes,$199.99,,4.4,58,True,False,False,False,BLACK
Helly Hansen Men's Landon Chukka Shoes,$64.97,$81.97,5.0,1,False,False,True,False,BLACK 990
Merrell Women's Fly Strike Running Shoes,$119.99,,4.7,42,True,False,False,False,BLACK
Merrell Men's Fly Strike Wide Fit Breathable Mesh Trail Running Shoe,$119.99,,3.7,3,False,False,False,False,BLACK
Merrell Men's Fly Strike Breathable Mesh Trail Runners,$119.99,,4.7,15,True,False,False,False,BLACK/TANGERINE
Merrell Women's Antora 2 Rainbow Mountains Breathable Mesh Cushioned Trail Running Shoes,$149.99,,4.6,152,True,False,False,False,RAINBOW
Timberland Men's Maplegrove Oxford Shoes,$52.97,$71.97,4.5,23,True,False,True,False,BLACK NUBUCK
Speedo Kids' Tidal Cruiser Water Shoes,$32.50,,4.7,15,True,False,False,False,NAVY
KEEN Men's WK400 Walking Shoes,$100.97,$169.99,4.3,98,True,False,True,False,BLUE
KEEN Men's WK400 Walking Shoes,$100.97,$169.99,4.3,98,True,False,True,False,GLD YELLOW
KEEN Men's WK400 Walking Shoes,$112.97,$189.99,3.9,17,False,False,True,False,BLACK
KEEN Men's WK400 Walking Shoes,$100.97,$169.99,4.5,79,True,False,True,False,GRAY
adidas Men's Samba Casual Shoes/Sneakers,$119.99,,4.6,1373,True,False,False,False,BLACK/WHITE
Nike Men's Air Force 1 '07 Casual Shoes/Sneakers,$150.00,,4.6,2003,True,False,False,False,BLACK/BLACK
Nike Men's Air Force 1 '07 Casual Shoes/Sneakers,$150.00,,4.6,2003,True,False,False,False,WHITE/GUM
Nike Men's Air Force 1 '07 Casual Shoes/Sneakers,$150.00,,4.6,2003,True,False,False,False,WHITE/WHITE
adidas Men's Grand Court 2.0 Tennis Sneakers,$89.99,,4.8,1654,True,True,False,False,WHITE/BLACK
Under Armour Toddler Kids' Outhustle 2 Running Shoes,$41.24,,5.0,3,False,True,False,False,BLACK
Nike Men's Court Vision Next Nature Low-Top Sneakers,$104.99,,3.9,148,True,False,False,False,WHITE/WHITE
ON CLOUDNOVA FORM LAVENDER/PINK (124)W,$179.99,,5.0,1,False,False,False,False,DEW/MINERAL
ON CLOUDNOVA FORM LAVENDER/PINK (124)W,$179.99,,5.0,1,False,False,False,False,LAVENDER/PINK
ON CLOUDNOVA FORM LAVENDER/PINK (124)W,$179.99,,5.0,1,False,False,False,False,SILVER/HEATHER
ON CLOUDNOVA FORM LAVENDER/PINK (124)W,$179.99,,5.0,1,False,False,False,False,TEAL/WHITE
adidas Men's Lite Racer Adapt 5.0 Shoes,$99.99,,4.6,2205,True,False,False,False,BLACK/BLACK
adidas Men's Lite Racer Adapt 5.0 Shoes,$99.99,,4.6,2205,True,False,False,False,FTWWHT/CBLACK/FTWWHT
Under Armour Toddler Kids' Outhustle 2 Slip On Running Shoes,$37.49,,3.0,2,False,False,False,False,BLACK
Nike Men's Blazer '77 Vintage Casual Shoes/Sneakers,$140.00,,4.2,214,True,False,False,False,WHITE/BLACK
adidas Kids' Grand Court 2.0 Sneakers,$41.24,,4.7,167,True,False,False,False,WHT/BLK
"On Women's Cloudeasy Shoes, Sneakers",$101.97,$126.97,4.3,3,False,False,True,False,BLACK
Nike Men's Low Blazer '77 Casual Shoes,$120.00,,3.9,100,True,False,False,False,WHITE/BLACK
adidas Men's NMD_R1 Boost  Casual Shoes/Sneakers,$170.00,,4.7,5803,True,False,False,False,BLACK/BLACK/GUM
Reebok Kids' Toddler Weebok Flex Spring Core Athletic Shoes,$35.97,$44.97,3.7,7,False,False,True,False,BLACK/NEON CHERRY
Crocs Kids' Toddler Classic Clog Sandals,$39.99,,4.6,199,True,False,False,False,BLACK
Crocs Kids' Toddler Classic Clog Sandals,$39.99,,4.6,199,True,False,False,False,BLUE BOLT 4KZ
Crocs Kids' Toddler Classic Clog Sandals,$39.99,,4.6,199,True,False,False,False,PINK CRUSH 6TW
Crocs Kids' Toddler Classic Clog Sandals,$39.99,,4.6,199,True,False,False,False,VENETIAN BLUE 4OX
New Balance Men's 2002R Shoes,$184.99,,4.5,195,True,False,False,False,STEEL/LEAD
"Skechers Kids' Toddler O79 Sola Glow Casual Shoes, Sneakers",$37.49,,5.0,1,False,False,False,False,PINK
adidas Men's Forum Casual Shoes Shoes/Sneakers,$71.97,$89.97,4.8,3984,True,False,True,False,WHITE/WHITE
Skechers Kids' Toddler Microspe Advance Casual Shoes,$33.74,,0.0,0,False,False,False,False,BLACK
adidas Men's Lite Racer Adapt 6.0 Shoes,$90.00,,4.7,452,True,False,False,False,BLACK/WHITE
New Balance Men's 580 Shoes,$101.97,$118.97,4.5,8,False,False,True,False,BLACK/WHITE
New Balance Men's 574 Shoes,$119.99,,4.3,1185,True,False,False,False,GREY/WHITE
Nike Kids' Grade School Air Zoom Crossover Basketball Shoes,$54.99,,4.2,31,True,False,False,False,FIERCE PINK/WHITE/PLAYFUL PINK
Converse Unisex Chuck Taylor All Star High Top Sneakers,$79.99,,4.1,158,True,False,False,False,BLACK/WHITE
Reebok Men's Classic Leather Shoes,$114.99,,4.6,2207,True,False,False,False,BLACK/GREY
"Nike Kids' Toddler Flex Runner 3 Athletic Shoes, Sneakers",$49.99,,1.3,4,False,False,False,False,PINK FOAM/WHT
PUMA Men's Classic XXI Shoes,$94.99,,4.4,778,True,False,False,False,BLACK/WHITE
Under Armour Toddler Kids' Outhustle Printed Mod Running Shoes,$40.97,$54.99,3.7,7,False,False,True,False,GRAY/CASTYLE ROCK
adidas Men's Ultraboost 1.0 Shoes,$250.00,,4.7,4540,True,False,False,False,WHITE/WHITE
Skechers Toddler Kids' Mighty Glow 2.0 Shoes,$41.24,,0.0,0,False,False,False,False,BLACK
